Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_brightness,screen_dimming,screen_power_consumption,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale,power_voltage_in_volts,power_current_in_amps,Total_power,TP_round
10966,2122,1098,63,22,9999,0,1485,0,3772,5601,4,4,1478,525,2000,0,0,41,72,56,0,35,44,0,1,1440,1584,7697,1345,281,59,38,39,40,47,59,36,42,28,35,0,0,13511,1181,0,898,184,1083,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,100,3.772,1.485,5.60142,5.6
11966,2122,1098,63,22,9999,0,1500,0,3756,5667,4,4,1478,525,2000,0,0,40,72,55,0,44,35,0,2,1440,1584,6802,843,0,80,43,22,40,52,66,75,80,27,27,0,0,13511,1181,0,898,184,1083,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.756,1.5,5.6339999999999995,5.63
12966,2122,1098,63,22,9999,0,1500,0,3756,5634,4,4,1478,525,2000,0,0,54,72,52,0,28,41,0,2,1440,1584,6568,1314,274,95,45,27,40,45,95,91,95,19,54,0,0,13511,1181,0,898,184,1083,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,100,3.756,1.5,5.6339999999999995,5.63
13966,2122,1098,63,22,9999,0,1500,0,3756,5866,4,4,1478,525,2000,0,0,69,72,53,0,56,8,0,1,1440,1584,6720,1321,281,100,39,31,38,36,100,100,100,21,58,0,0,13511,1181,0,898,184,1083,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,100,3.756,1.5,5.6339999999999995,5.63
14966,2122,1098,63,22,9999,0,1401,0,3756,5262,4,4,1478,525,2000,0,0,59,72,47,0,45,6,0,1,1440,1584,6146,1317,272,100,31,33,35,30,100,100,100,36,56,0,0,13511,1181,0,898,184,1083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,100,3.756,1.401,5.262156,5.26
15966,2122,1098,63,22,9999,0,1341,0,3756,5036,4,4,1478,525,2000,0,0,73,72,53,0,45,9,0,0,1440,1584,6204,1311,291,39,38,40,48,36,36,33,39,28,58,0,0,13511,1181,0,898,184,1083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,100,3.756,1.341,5.036796,5.04
16967,2122,1098,63,22,9999,0,1311,0,3756,4924,4,4,1478,525,2000,0,0,69,72,50,0,72,0,0,0,1440,1584,7385,1330,275,100,50,48,40,36,76,57,100,16,11,0,0,13511,1181,0,898,184,1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,100,3.756,1.311,4.924116,4.92
17966,2122,1098,63,22,9999,0,1345,0,3756,5051,4,3,1478,490,2000,0,0,36,72,41,0,20,37,0,2,1440,1584,6450,668,0,85,28,28,11,15,61,44,85,21,53,0,0,13511,1181,0,898,184,1083,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.756,1.345,5.051819999999999,5.05
18966,2122,1098,63,22,9999,0,1500,0,3756,5855,4,4,1478,525,2000,0,0,50,72,49,0,14,13,0,2,1440,1584,6767,1140,261,100,36,43,47,43,100,90,100,38,61,0,0,13511,1181,0,898,184,1083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,100,3.756,1.5,5.6339999999999995,5.63
20014,1720,1521,63,22,9999,0,1331,0,3756,4999,4,4,1478,525,2000,0,0,50,72,50,0,43,24,0,2,1440,1584,7000,1140,262,95,44,31,36,35,68,69,95,23,8,0,0,14621,1614,0,1285,211,1497,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,100,3.756,1.331,4.999236,5.0
20968,1720,1521,63,22,9999,0,1267,0,3756,4758,4,4,1478,525,2000,0,0,43,72,44,0,43,24,0,2,1440,1584,15717,602,0,100,35,30,35,23,47,39,100,39,4,0,0,14621,1614,0,1285,211,1497,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.756,1.267,4.758851999999999,4.76
21967,1720,1521,63,22,9999,0,1481,0,3774,5589,4,4,1478,525,1555,0,0,1,72,53,0,0,72,0,2,1440,1584,0,1313,0,100,45,40,42,45,85,50,100,47,26,0,0,14621,1614,0,1285,211,1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.774,1.481,5.589294000000001,5.59
22968,1720,1521,63,22,9999,0,1500,0,3774,5664,4,4,1478,525,2000,0,0,38,72,61,0,30,50,0,2,1440,1584,5767,1324,0,89,21,37,21,27,52,62,89,30,55,0,0,14621,1614,0,1285,211,1497,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.774,1.5,5.661,5.66
23968,1720,1521,63,22,9999,0,1446,0,3774,5457,4,4,1478,525,2000,0,0,69,72,59,0,65,5,0,1,1440,1584,7002,1337,0,72,21,27,19,19,72,59,72,25,61,0,0,14621,1614,0,1285,211,1497,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.774,1.446,5.457204,5.46
24969,1720,1521,63,22,9999,0,1272,0,3774,4800,4,4,1478,525,2000,0,0,69,72,59,0,65,5,0,2,1440,1584,7002,1337,0,72,21,27,19,19,72,59,72,25,61,0,0,14621,1614,0,1285,211,1497,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.774,1.272,4.800528,4.8
25968,1720,1521,63,22,9999,0,1235,0,3774,4660,4,4,1478,525,2000,0,0,73,72,59,0,68,2,0,1,1440,1584,6947,1332,0,80,33,27,19,30,57,80,80,26,9,0,0,14621,1614,0,1285,211,1497,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.774,1.235,4.66089,4.66
26968,1720,1521,63,22,9999,0,1318,0,3774,4974,4,4,1478,525,1353,0,0,26,72,59,0,0,72,0,2,1440,1584,21878,1303,0,100,36,42,27,47,90,29,100,25,10,0,0,14621,1614,0,1285,211,1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.774,1.318,4.974132,4.97
27968,1720,1521,63,22,9999,0,1496,0,3774,5645,4,4,1478,525,2000,0,0,5,72,82,0,3,69,0,2,1440,1584,4287,1339,0,100,11,23,15,30,100,89,89,16,49,0,0,14621,1614,0,1285,211,1497,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.774,1.496,5.645904,5.65
28968,1720,1521,63,22,9999,0,1500,0,3774,6181,4,4,1478,525,2000,0,0,23,72,66,0,6,65,0,2,1440,1584,17103,1345,0,100,25,19,21,15,44,50,100,30,76,0,0,14621,1614,0,1285,211,1497,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.774,1.5,5.661,5.66
29971,1720,1521,63,22,9999,0,1424,0,3774,5374,4,4,1478,525,2000,0,0,35,72,59,0,10,38,0,2,1440,1584,15316,1342,0,95,34,25,37,31,50,63,95,34,28,0,0,14621,1614,0,1285,211,1497,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.774,1.424,5.374175999999999,5.37
30968,1720,1521,63,22,9999,0,1155,0,3774,4358,4,4,1478,525,2000,0,0,30,72,63,0,7,51,0,2,1440,1584,18437,1343,0,76,36,30,15,25,62,52,76,25,75,0,0,14621,1614,0,1285,211,1497,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.774,1.155,4.35897,4.36
31970,1720,1521,63,22,9999,0,1247,0,3778,4711,4,4,1478,525,2000,0,0,30,72,63,0,7,51,0,2,1440,1584,18437,1343,0,77,41,33,26,26,66,77,75,25,17,0,0,14621,1614,0,1285,211,1497,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.778,1.247,4.711166,4.71
32969,1720,1521,63,22,9999,0,1500,0,3778,7125,4,4,1478,525,2000,0,0,20,72,57,0,0,72,0,2,1440,1584,65535,15008,266,90,54,47,50,47,90,90,90,90,29,0,0,14621,1614,0,1285,211,1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,100,3.778,1.5,5.667,5.67
33969,1720,1521,63,22,9999,0,1462,0,3778,5523,4,4,1478,525,2000,0,0,20,72,58,1,0,64,0,2,1440,1584,26703,1368,289,86,31,33,39,30,86,85,40,25,7,0,0,14621,1614,0,1285,211,1497,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,100,3.778,1.462,5.523436,5.52
34970,1720,1521,63,22,9999,0,1499,0,3778,5663,4,4,1478,525,2000,0,0,10,72,65,0,2,69,0,2,1440,1584,43026,816,0,90,36,30,43,42,89,90,54,31,7,0,0,14621,1614,0,1285,211,1497,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.778,1.499,5.663222,5.66
35969,1720,1521,63,22,9999,0,1465,0,3778,5534,4,4,1478,525,2000,0,0,4,72,74,0,1,71,0,2,1440,1584,12726,921,0,95,26,6,28,34,95,85,64,25,10,0,0,14621,1614,0,1285,211,1497,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.778,1.465,5.53477,5.53
36969,1720,1521,63,22,9999,0,1500,0,3778,6233,4,4,1478,525,2000,0,0,7,72,68,0,0,72,0,2,1440,1584,7787,935,0,90,31,22,25,33,90,65,81,38,42,0,0,14621,1614,0,1285,211,1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.778,1.5,5.667,5.67
37970,1720,1521,63,22,9999,0,1500,0,3778,5742,4,4,1478,525,2000,0,0,7,72,68,0,4,68,0,2,1440,1584,13518,943,0,100,34,27,15,25,85,31,100,11,10,0,0,14621,1614,0,1285,211,1497,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.778,1.5,5.667,5.67
38969,1720,1521,63,22,9999,0,1500,0,3778,6585,4,4,1478,525,2000,0,0,16,72,58,0,3,66,0,2,1440,1584,19329,959,0,85,46,33,42,38,85,70,70,30,56,0,0,14621,1614,0,1285,211,1497,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.778,1.5,5.667,5.67
40031,1430,1793,63,22,9999,0,1500,0,3778,6645,4,4,1478,525,2000,0,0,21,72,65,0,3,56,0,2,1440,1584,20465,935,0,100,41,46,39,30,100,47,75,22,51,0,0,14977,1883,0,1635,134,1770,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.778,1.5,5.667,5.67
40971,1430,1793,63,22,9999,0,1500,0,3720,6580,4,4,1478,525,2000,0,0,22,72,63,0,1,57,0,2,1440,1584,19765,958,0,100,38,30,36,31,57,68,100,30,66,0,0,14977,1883,0,1635,134,1770,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.72,1.5,5.58,5.58
41970,1430,1793,62,22,9999,0,1500,0,3720,6937,4,4,1478,525,2000,0,0,29,72,63,0,3,49,0,2,1440,1584,21671,941,0,85,40,40,39,47,85,77,66,25,87,0,0,14977,1883,0,1635,134,1770,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.72,1.5,5.58,5.58
42970,1430,1793,62,22,9999,0,1500,0,3720,5687,4,4,1478,525,2000,0,0,36,72,59,0,0,41,0,2,1440,1584,22268,926,0,90,39,46,36,46,68,63,90,19,85,0,0,14977,1883,0,1635,134,1770,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.72,1.5,5.58,5.58
43971,1430,1793,62,22,9999,0,1500,0,3720,6811,4,4,1478,525,2000,0,0,29,72,59,0,0,54,0,2,1440,1584,22712,922,0,100,47,50,51,44,61,100,71,38,86,0,0,14977,1883,0,1635,134,1770,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.72,1.5,5.58,5.58
44970,1430,1793,62,22,9999,0,1500,0,3720,6859,4,4,1478,525,2000,0,0,35,72,63,0,2,43,0,2,1440,1584,22746,932,0,100,33,48,43,36,100,71,57,25,88,0,0,14977,1883,0,1635,134,1770,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.72,1.5,5.58,5.58
45972,1430,1793,62,22,9999,0,1500,0,3720,7227,4,4,1478,525,2000,0,0,36,72,59,0,0,46,0,2,1440,1584,21566,936,0,85,53,48,34,39,58,84,85,19,81,0,0,14977,1883,0,1635,134,1770,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.72,1.5,5.58,5.58
46970,1430,1793,62,22,9999,0,1500,0,3720,6722,4,4,1478,525,2000,0,0,35,72,58,0,0,50,0,2,1440,1584,20829,950,0,100,48,43,39,39,61,60,100,16,83,0,0,14977,1883,0,1635,134,1770,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.72,1.5,5.58,5.58
47970,1430,1793,62,22,9999,0,1500,0,3720,6580,4,4,1478,525,2000,0,0,36,72,56,0,0,41,0,2,1440,1584,21292,940,0,89,41,43,34,25,73,60,89,31,84,0,0,14977,1883,0,1635,134,1770,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.72,1.5,5.58,5.58
48970,1430,1793,62,22,9999,0,1500,0,3720,6513,4,4,1478,525,2000,0,0,36,72,55,0,0,48,0,2,1440,1584,20455,941,0,100,31,39,25,36,100,59,68,16,81,0,0,14977,1883,0,1635,134,1770,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.72,1.5,5.58,5.58
49971,1430,1793,62,22,9999,0,1500,0,3720,6818,4,4,1478,525,2000,0,0,36,72,55,0,0,47,0,2,1440,1584,20781,952,0,95,39,40,34,26,77,95,52,19,78,0,0,14977,1883,0,1635,134,1770,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.72,1.5,5.58,5.58
50970,1430,1793,62,22,9999,0,1500,0,3720,6271,4,4,1478,525,2000,0,0,36,72,55,0,0,45,0,2,1440,1584,20138,974,0,50,31,40,21,33,50,22,50,22,80,0,0,14977,1883,0,1635,134,1770,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.72,1.5,5.58,5.58
51970,1430,1793,62,22,9999,0,1500,0,3723,6392,4,4,1478,525,2000,0,0,36,72,53,0,0,49,0,2,1440,1584,21646,946,0,44,25,31,30,33,40,31,44,15,84,0,0,14977,1883,0,1635,134,1770,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.723,1.5,5.5845,5.58
52970,1430,1793,62,23,9999,0,1500,0,3723,6444,4,4,1478,525,2000,0,0,36,72,55,0,0,47,0,2,1440,1584,21677,955,0,52,39,42,40,31,38,33,52,27,84,0,0,14977,1883,0,1635,134,1770,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.723,1.5,5.5845,5.58
53971,1430,1793,62,23,9999,0,1500,0,3723,6295,4,4,1478,525,2000,0,0,37,72,54,0,0,50,0,2,1440,1584,21114,958,0,47,33,30,40,25,35,43,47,30,83,0,0,14977,1883,0,1635,134,1770,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.723,1.5,5.5845,5.58
54971,1430,1793,62,23,9999,0,1500,0,3723,6824,4,4,1478,525,2000,0,0,36,72,54,0,0,42,0,2,1440,1584,21031,951,0,56,39,36,37,34,56,27,44,11,72,0,0,14977,1883,0,1635,134,1770,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.723,1.5,5.5845,5.58
55971,1430,1793,62,23,9999,0,1500,0,3723,6057,4,4,1478,525,2000,0,0,35,72,55,0,0,47,0,2,1440,1584,23339,924,0,50,36,36,41,39,50,21,39,30,51,0,0,14977,1883,0,1635,134,1770,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.723,1.5,5.5845,5.58
